date,order_no,qty,loading,carrier,product,code
2026-02-05,7257650523,33003.2,S132,شركة أفق الطائف,91,MK001
2026-02-05,7257649038,33001.6,S132,شركة النسيم الجديد المحدودة,91,MK019
2026-02-05,7257659355,33004.5,S132,مؤسسة الدائرة للنقليات,95,MK047
2026-02-05,7257650537,32995.0,S132,شركة أفق الطائف,91,MK033
2026-02-05,7257659269,33004.6,S132,شركة النسيم الجديد المحدودة,95,MK023
2026-02-05,7257659224,33004.8,S132,شركة النسيم الجديد المحدودة,95,MK019
2026-02-05,7257659163,33003.9,S132,شركة النسيم الجديد المحدودة,95,MK002
2026-02-05,7257650760,33007.8,S132,شركة أسطول النادر للنقليات شركة شخص واحد,91,MK005
2026-02-05,7257659066,33004.3,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-05,7257658778,33002.0,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK063
2026-02-05,7257658739,33004.8,S132,شركة تزويد السعودية المحدودة,95,MK028
2026-02-05,7257650805,32985.4,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-02-05,7257650852,32984.5,S132,شركة النسيم الجديد المحدودة,91,MK029
2026-02-05,7257650874,32993.2,S132,شركة النسيم الجديد المحدودة,91,MK008
2026-02-05,7257650896,33001.5,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-05,7257650911,31994.6,S132,شركة القوة المتجددة للوقود,ديزل,MK064
2026-02-05,7257650959,33004.2,S132,شركة النسيم الجديد المحدودة,95,MK064
2026-02-05,7257650978,32002.6,S132,شركة القوة المتجددة للوقود,91,MK093
2026-02-05,7257648615,32001.0,S132,شركة القوة المتجددة للوقود,ديزل,MK047
2026-02-05,7257648669,32001.6,S132,شركة القوة المتجددة للوقود,ديزل,MK033
2026-02-05,7257648693,32001.5,S132,شركة القوة المتجددة للوقود,ديزل,MK029
2026-02-05,7257648709,32001.5,S132,شركة القوة المتجددة للوقود,ديزل,MK072
2026-02-05,7257648730,32001.6,S132,شركة القوة المتجددة للوقود,ديزل,MK008
2026-02-05,7257648746,32001.8,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-05,7257648766,32001.9,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-05,7257648793,31991.7,S132,شركة القوة المتجددة للوقود,ديزل,MK046
2026-02-05,7257658598,33003.8,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK046
2026-02-06,7257660984,31992.0,S132,شركة القوة المتجددة للوقود,ديزل,MK046
2026-02-06,7257662034,33001.9,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-06,7257662063,33001.5,S132,شركة النسيم الجديد المحدودة,91,MK016
2026-02-06,7257662073,33001.5,S132,شركة النسيم الجديد المحدودة,91,MK018
2026-02-06,7257662093,32989.2,S132,شركة النسيم الجديد المحدودة,91,MK020
2026-02-06,7257662117,32993.3,S132,شركة النسيم الجديد المحدودة,91,MK023
2026-02-06,7257662169,32999.1,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-06,7257662293,33001.7,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-02-06,7257662365,33009.1,S132,شركة أفق الطائف,91,MK001
2026-02-06,7257662377,33001.7,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK035
2026-02-06,7257662496,33001.2,S132,شركة أسطول النادر للنقليات شركة شخص واحد,91,MK005
2026-02-06,7257662574,33001.4,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-02-06,7257662709,33003.1,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,91,MK100
2026-02-06,7257662725,32002.8,S132,شركة القوة المتجددة للوقود,91,MK014
2026-02-06,7257658988,32989.4,S132,مؤسسة الدائرة للنقليات,95,MK072
2026-02-06,7257659811,31992.7,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-06,7257659864,32001.8,S132,شركة القوة المتجددة للوقود,ديزل,MK047
2026-02-06,7257660044,32002.4,S132,شركة القوة المتجددة للوقود,ديزل,MK014
2026-02-06,7257661997,31997.0,S091,مؤسسه عفراء امحمد ناصر المنجحي للنقليات,91,JA060
2026-02-06,7257662506,31998.0,S091,Al-Nassar Transport Company,91,JA069
2026-02-06,7257662518,32002.0,S091,Al-Nassar Transport Company,95,JA069
2026-02-06,7257662531,31996.0,S091,Al-Nassar Transport Company,ديزل,JA053
2026-02-06,7257650658,31997.0,S091,مؤسسه عفراء امحمد ناصر المنجحي للنقليات,95,JA056
2026-02-06,7257650649,32001.0,S091,Al-Nassar Transport Company,95,JA053
2026-02-06,7257659916,31993.4,S132,شركة القوة المتجددة للوقود,ديزل,MK031
2026-02-06,7257667744,33004.2,S132,شركة النسيم الجديد المحدودة,95,MK029
2026-02-06,7257667715,32989.7,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-06,7257667489,33002.4,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,95,MK015
2026-02-06,7257667470,33004.4,S132,شركة تزويد السعودية المحدودة,95,MK006
2026-02-06,7257667763,33000.1,S132,شركة النسيم الجديد المحدودة,95,MK016
2026-02-06,7257665888,32989.1,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-06,7257667832,31997.8,S132,شركة أفق الطائف,95,MK001
2026-02-06,7257667838,32004.7,S132,شركة أفق الطائف,95,MK017
2026-02-06,7257667857,33005.6,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,95,MK071
2026-02-06,7257668128,33000.8,S132,مؤسسة الدائرة للنقليات,95,MK004
2026-02-06,7257662218,32973.3,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-02-06,7257662328,33001.1,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-02-06,7257668400,31991.1,S132,شركة القوة المتجددة للوقود,95,MK068
2026-02-06,7257659050,33003.9,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-06,7257662592,33001.5,S132,مؤسسة الدائرة للنقليات,91,MK047
2026-02-06,7257662445,33001.7,S132,شركة تزويد السعودية المحدودة,91,MK028
2026-02-06,7257667733,32988.6,S132,شركة النسيم الجديد المحدودة,95,MK008
2026-02-06,7257667449,33004.4,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK004
2026-02-06,7257662250,32997.2,S132,شركة النسيم الجديد المحدودة,91,MK008
2026-02-06,7257662422,32975.5,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK046
2026-02-07,7257669169,33001.8,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK071
2026-02-07,7257669531,32993.3,S132,شركة أفق الطائف,91,MK033
2026-02-07,7257669552,32001.7,S132,شركة أفق الطائف,91,MK017
2026-02-07,7257669562,33001.9,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-02-07,7257669161,33001.3,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-02-07,7257669141,32996.0,S132,شركة تزويد السعودية المحدودة,91,MK006
2026-02-07,7257669116,33002.4,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK028
2026-02-07,7257669083,32991.6,S132,شركة النسيم الجديد المحدودة,91,MK029
2026-02-07,7257669076,33003.3,S132,شركة النسيم الجديد المحدودة,91,MK002
2026-02-07,7257669074,33001.4,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-07,7257669063,33003.3,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-07,7257669046,31992.9,S132,شركة القوة المتجددة للوقود,ديزل,MK029
2026-02-07,7257669039,31993.7,S132,شركة القوة المتجددة للوقود,ديزل,MK072
2026-02-07,7257669037,31993.9,S132,شركة القوة المتجددة للوقود,ديزل,MK022
2026-02-07,7257669032,32001.9,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-07,7257669021,33001.8,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-07,7257669019,33001.9,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-07,7257668187,33003.8,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-07,7257669581,31997.0,S091,Al-Nassar Transport Company,91,JA053
2026-02-07,7257663133,31999.0,S091,Al-Nassar Transport Company,ديزل,JA061
2026-02-07,7257669702,31992.0,S132,شركة القوة المتجددة للوقود,91,MK068
2026-02-05,7257624896,31995.6,S133,شركة القوة المتجددة للوقود,95,RY075
2026-02-05,7257647606,32030.0,S012,محطة منير سفير المطيري,ديزل,RY025
2026-02-05,7257649711,32025.0,S012,شركة القوة المتجددة للوقود,91,RY075
2026-02-06,7257635264,32050.2,S133,شركة أسدال للخدمات البترولية,95,RY075
2026-02-06,7257635963,32084.2,S133,شركة أسدال للخدمات البترولية,95,RY025
2026-02-06,7257636036,31888.0,S133,محطة منير سفير المطيري,95,RY024
2026-02-06,7257651306,31995.6,S133,شركة القوة المتجددة للوقود,91,RY075
2026-02-06,7257660333,32007.8,S133,شركة القوة المتجددة للوقود,ديزل,RY075
2026-02-07,7257668670,32028.0,S012,محطة منير سفير المطيري,91,RY025
2026-02-07,7257616503,32006.2,S037,شركة هال للنقليات,91,EP051
2026-02-07,7257625566,32003.3,S032,شركة هال للنقليات,95,EP051
2026-02-07,7257669752,33001.8,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-02-07,7257670074,33002.0,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-07,7257670179,33001.4,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-02-07,7257670789,32997.4,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-07,7257670794,32001.8,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-07,7257674523,33004.2,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK028
2026-02-07,7257674564,33004.5,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK035
2026-02-07,7257674695,33004.6,S132,شركة تزويد السعودية المحدودة,95,MK005
2026-02-07,7257674707,33003.6,S132,مؤسسة الدائرة للنقليات,95,MK047
2026-02-07,7257674722,32004.8,S132,شركة القوة المتجددة للوقود,95,MK093
2026-02-07,7257674979,33004.0,S132,مؤسسة الدائرة للنقليات,95,MK004
2026-02-07,7257674873,32989.1,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-07,7257674934,32993.2,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-07,7257674892,33004.8,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-07,7257674898,32998.6,S132,شركة النسيم الجديد المحدودة,95,MK020
2026-02-07,7257669025,32994.1,S132,شركة النسيم الجديد المحدودة,ديزل,MK008
2026-02-07,7257668206,33003.7,S132,شركة النسيم الجديد المحدودة,95,MK002
2026-02-07,7257674959,32997.8,S132,شركة النسيم الجديد المحدودة,91,MK016
2026-02-07,7257669726,31993.6,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-07,7257670782,33000.5,S132,شركة أفق الطائف,91,MK001
2026-02-07,7257675280,31995.0,S091,مؤسسه عفراء امحمد ناصر المنجحي للنقليات,91,JA056
2026-02-08,7257676712,33002.4,S132,شركة النسيم الجديد المحدودة,91,MK002
2026-02-08,7257675504,33001.8,S132,شركة النسيم الجديد المحدودة,91,MK020
2026-02-08,7257675498,33002.0,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-08,7257675489,32994.6,S132,شركة النسيم الجديد المحدودة,91,MK084
2026-02-08,7257675475,32992.8,S132,شركة أسطول النادر للنقليات شركة شخص واحد,91,MK005
2026-02-08,7257675466,33001.7,S132,شركة تزويد السعودية المحدودة,91,MK063
2026-02-08,7257675200,33001.6,S132,مؤسسة الدائرة للنقليات,91,MK064
2026-02-08,7257675204,33003.2,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-08,7257675359,31992.0,S132,شركة القوة المتجددة للوقود,ديزل,MK029
2026-02-08,7257675375,32001.7,S132,شركة القوة المتجددة للوقود,ديزل,MK033
2026-02-08,7257675397,33002.1,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-08,7257675409,32992.4,S132,شركة النسيم الجديد المحدودة,ديزل,MK008
2026-02-08,7257675469,33001.7,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK046
2026-02-08,7257675042,33009.5,S132,شركة النسيم الجديد المحدودة,91,MK008
2026-02-08,7257684618,32998.5,S132,مؤسسة الدائرة للنقليات,95,MK022
2026-02-08,7257684592,32990.0,S132,شركة أفق الطائف,95,MK033
2026-02-08,7257684537,33003.7,S132,شركة أفق الطائف,95,MK001
2026-02-08,7257678359,32000.3,S132,شركة القوة المتجددة للوقود,95,MK014
2026-02-08,7257684443,32993.6,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK063
2026-02-08,7257679879,33003.6,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK046
2026-02-08,7257684360,32997.8,S132,شركة تزويد السعودية المحدودة,95,MK005
2026-02-08,7257684639,33003.7,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,95,MK015
2026-02-08,7257684673,33002.7,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-08,7257684716,33004.2,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-08,7257684789,33001.6,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-08,7257684811,32992.9,S132,شركة النسيم الجديد المحدودة,91,MK018
2026-02-08,7257676724,32990.3,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-08,7257676708,33001.6,S132,مؤسسة الدائرة للنقليات,91,MK047
2026-02-08,7257675539,32999.6,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-02-08,7257675440,33001.6,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-08,7257679707,33008.3,S132,شركة أسطول النادر للنقليات شركة شخص واحد,91,MK006
2026-02-08,7257676677,32001.6,S132,شركة القوة المتجددة للوقود,ديزل,MK046
2026-02-08,7257676653,32001.4,S132,شركة القوة المتجددة للوقود,ديزل,MK033
2026-02-08,7257684914,31996.0,S091,شركة ناقلين المحدودة,ديزل,JA061
2026-02-08,7257684925,31999.0,S091,Al-Nassar Transport Company,91,JA069
2026-02-08,7257684983,31997.0,S091,شركة ناقلين المحدودة,91,JA061
2026-02-09,7257687265,32002.8,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-09,7257687368,33001.4,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-09,7257687413,32993.5,S132,شركة النسيم الجديد المحدودة,ديزل,MK008
2026-02-09,7257688102,33004.8,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK028
2026-02-09,7257688117,33003.4,S132,شركة أسطول النادر للنقليات شركة شخص واحد,91,MK035
2026-02-09,7257688125,32962.1,S132,شركة أسطول النادر للنقليات شركة شخص واحد,91,MK005
2026-02-09,7257688129,33001.6,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-02-09,7257688140,33001.5,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK071
2026-02-09,7257688166,32993.0,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-09,7257688178,33001.7,S132,شركة النسيم الجديد المحدودة,91,MK023
2026-02-09,7257688199,33008.1,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-09,7257688217,33001.4,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-02-09,7257688227,33001.5,S132,شركة أفق الطائف,91,MK022
2026-02-09,7257688246,33001.5,S132,شركة أفق الطائف,91,MK033
2026-02-09,7257688249,32986.0,S132,شركة أفق الطائف,91,MK001
2026-02-09,7257686893,31991.9,S132,شركة القوة المتجددة للوقود,ديزل,MK064
2026-02-09,7257686934,32001.7,S132,شركة القوة المتجددة للوقود,ديزل,MK018
2026-02-09,7257686985,31994.1,S132,شركة القوة المتجددة للوقود,ديزل,MK035
2026-02-09,7257687046,32001.7,S132,شركة القوة المتجددة للوقود,ديزل,MK022
2026-02-09,7257687082,32988.2,S132,شركة النسيم الجديد المحدودة,95,MK008
2026-02-09,7257687726,33001.7,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK046
2026-02-09,7257688172,32991.3,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-07,7257668696,32002.1,S133,شركة القوة المتجددة للوقود,91,RY075
2026-02-07,7257668772,32004.3,S142,مؤسسة مسار الطريق للنقليات,95,QS055
2026-02-07,7257669414,31997.0,S142,مؤسسة مسار الطريق للنقليات,ديزل,QS055
2026-02-08,7257676193,32017.0,S012,محطة منير سفير المطيري,91,RY024
2026-02-08,7257668973,32011.2,S184,محطة منير سفير المطيري,95,RY025
2026-02-08,7257668961,32007.4,S184,شركة القوة المتجددة للوقود,95,RY075
2026-02-08,7257676154,32014.5,S142,مؤسسة مسار الطريق للنقليات,91,QS055
2026-02-09,7257678273,32000.9,S142,مؤسسة مسار الطريق للنقليات,91,HA043
2026-02-09,7257694944,33004.6,S132,شركة النسيم الجديد المحدودة,95,MK016
2026-02-09,7257694995,32999.3,S132,مؤسسة الدائرة للنقليات,95,MK047
2026-02-09,7257695025,33004.2,S132,شركة أفق الطائف,95,MK017
2026-02-09,7257694918,33002.1,S132,شركة النسيم الجديد المحدودة,95,MK029
2026-02-09,7257690036,32990.5,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-09,7257694961,32993.9,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-09,7257694750,33002.1,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK028
2026-02-09,7257694827,32990.3,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-09,7257694770,32991.5,S132,شركة تزويد السعودية المحدودة,95,MK006
2026-02-09,7257695061,33022.4,S132,شركة أفق الطائف,95,MK001
2026-02-09,7257695295,33001.5,S132,شركة النسيم الجديد المحدودة,91,MK029
2026-02-09,7257687096,31993.8,S132,شركة القوة المتجددة للوقود,ديزل,MK100
2026-02-09,7257687426,32993.5,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-09,7257687455,32992.7,S132,شركة النسيم الجديد المحدودة,ديزل,MK008
2026-02-09,7257686957,32002.0,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,ديزل,MK014
2026-02-09,7257688254,33016.7,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-02-09,7257688380,33013.8,S132,شركة النسيم الجديد المحدودة,91,MK008
2026-02-09,7257694763,32989.1,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK046
2026-02-09,7257687159,31994.2,S132,شركة القوة المتجددة للوقود,ديزل,MK046
2026-02-09,7257695207,33001.6,S132,شركة النسيم الجديد المحدودة,91,MK016
2026-02-10,7257680519,32999.8,S132,مؤسسة الدائرة للنقليات,95,MK064
2026-02-10,7257698522,33003.6,S132,شركة أفق الطائف,91,MK001
2026-02-10,7257698505,33002.2,S132,شركة النسيم الجديد المحدودة,91,MK020
2026-02-10,7257698485,32991.7,S132,شركة النسيم الجديد المحدودة,91,MK018
2026-02-10,7257696913,32987.2,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-02-10,7257696855,33001.9,S132,مؤسسة الدائرة للنقليات,91,MK064
2026-02-10,7257696741,32001.5,S132,شركة القوة المتجددة للوقود,91,MK093
2026-02-10,7257696713,33009.0,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-10,7257696697,32992.7,S132,شركة النسيم الجديد المحدودة,91,MK031
2026-02-10,7257696684,33032.8,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-02-10,7257696640,31992.2,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-10,7257696584,32001.7,S132,شركة القوة المتجددة للوقود,ديزل,MK047
2026-02-10,7257694808,33004.7,S132,شركة النسيم الجديد المحدودة,95,MK072
2026-02-09,7257687953,31998.0,S032,شركة هال للنقليات,91,EP051
2026-02-07,7257649306,31988.0,S032,شركة هال للنقليات,91,EP051
2026-02-09,7257676634,32003.8,S032,شركة هال للنقليات,95,EP051
2026-02-09,7257687896,31980.5,S133,شركة القوة المتجددة للوقود,91,RY075
2026-02-10,7257683643,31989.5,S184,محطة منير سفير المطيري,95,RY024
2026-02-10,7257694563,32003.5,S184,شركة القوة المتجددة للوقود,95,RY075
2026-02-10,7257698424,32018.0,S012,محطة منير سفير المطيري,91,RY025
2026-02-11,7257706680,32026.0,S012,محطة منير سفير المطيري,91,RY025
2026-02-11,7257697671,31995.2,S133,شركة القوة المتجددة للوقود,91,RY075
2026-02-11,7257706436,31995.1,S133,شركة القوة المتجددة للوقود,91,RY042
2026-02-10,7257705133,33000.7,S132,شركة النسيم الجديد المحدودة,95,MK023
2026-02-10,7257704924,33001.5,S132,شركة أفق الطائف,91,MK017
2026-02-10,7257704935,33004.9,S132,مؤسسة الدائرة للنقليات,95,MK004
2026-02-10,7257698565,33008.1,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-10,7257705001,32992.5,S132,شركة تزويد السعودية المحدودة,95,MK063
2026-02-10,7257705024,32999.3,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK028
2026-02-10,7257705087,32999.3,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-10,7257705112,32990.4,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-10,7257696596,32001.6,S132,شركة القوة المتجددة للوقود,ديزل,MK072
2026-02-10,7257698451,32002.1,S132,شركة القوة المتجددة للوقود,ديزل,MK033
2026-02-10,7257698445,32012.8,S132,شركة القوة المتجددة للوقود,ديزل,MK029
2026-02-10,7257698434,31992.1,S132,شركة القوة المتجددة للوقود,ديزل,MK028
2026-02-10,7257696662,32997.6,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-10,7257696899,33008.4,S132,شركة تزويد السعودية المحدودة,91,MK006
2026-02-10,7257704985,33004.6,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,95,MK005
2026-02-10,7257696845,32993.1,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK005
2026-02-10,7257706879,32989.8,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,95,MK015
2026-02-10,7257706897,31993.2,S132,شركة القوة المتجددة للوقود,95,MK068
2026-02-10,7257698469,32002.0,S132,شركة القوة المتجددة للوقود,91,MK068
2026-02-10,7257699531,32003.0,S091,Al-Nassar Transport Company,95,JA053
2026-02-10,7257699528,31996.0,S091,Al-Nassar Transport Company,95,JA069
2026-02-11,7257707448,32992.3,S132,شركة النسيم الجديد المحدودة,ديزل,MK084
2026-02-11,7257708312,33002.2,S132,مؤسسة الدائرة للنقليات,91,MK047
2026-02-11,7257708129,32001.7,S132,شركة القوة المتجددة للوقود,91,MK099
2026-02-11,7257708119,31978.1,S132,شركة القوة المتجددة للوقود,91,MK063
2026-02-11,7257708106,33046.2,S132,شركة أفق الطائف,91,MK033
2026-02-11,7257707923,33001.4,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-11,7257707932,32996.7,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK035
2026-02-11,7257707950,33003.4,S132,شركة تزويد السعودية المحدودة,91,MK006
2026-02-11,7257708095,33003.0,S132,شركة أفق الطائف,91,MK001
2026-02-11,7257708034,33002.6,S132,شركة أسطول النادر للنقليات شركة شخص واحد,91,MK005
2026-02-11,7257707302,32001.8,S132,شركة القوة المتجددة للوقود,ديزل,MK064
2026-02-11,7257708051,32978.9,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-02-11,7257708086,32990.7,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-02-11,7257694818,32993.2,S132,شركة النسيم الجديد المحدودة,95,MK084
2026-02-11,7257708337,32002.8,S132,شركة القوة المتجددة للوقود,ديزل,MK033
2026-02-11,7257707909,33001.5,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-11,7257707901,33001.9,S132,شركة النسيم الجديد المحدودة,91,MK016
2026-02-11,7257707893,33001.4,S132,شركة النسيم الجديد المحدودة,91,MK008
2026-02-11,7257707878,33001.4,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-02-11,7257707500,32001.4,S132,شركة القوة المتجددة للوقود,ديزل,MK046
2026-02-11,7257709115,31997.0,S091,Al-Nassar Transport Company,ديزل,JA060
2026-02-11,7257716628,33004.2,S132,شركة أفق الطائف,95,MK001
2026-02-11,7257716584,33004.4,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-11,7257716451,32998.3,S132,شركة تزويد السعودية المحدودة,95,MK005
2026-02-11,7257716457,32989.1,S132,شركة أسطول النادر للنقليات شركة شخص واحد,95,MK006
2026-02-11,7257716479,33110.4,S132,مؤسسة الدائرة للنقليات,95,MK004
2026-02-11,7257716520,33004.8,S132,شركة النسيم الجديد المحدودة,95,MK018
2026-02-11,7257716540,33004.6,S132,شركة النسيم الجديد المحدودة,95,MK029
2026-02-11,7257708159,32986.9,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-11,7257708170,33001.6,S132,شركة النسيم الجديد المحدودة,91,MK029
2026-02-11,7257708302,32992.8,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK015
2026-02-11,7257708359,33009.4,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-11,7257707424,32993.4,S132,شركة النسيم الجديد المحدودة,ديزل,MK007
2026-02-11,7257707367,31992.3,S132,شركة القوة المتجددة للوقود,ديزل,MK047
2026-02-11,7257708968,31993.8,S132,شركة القوة المتجددة للوقود,ديزل,MK014
2026-02-11,7257710544,33004.1,S132,شركة النسيم الجديد المحدودة,95,MK003
2026-02-11,7257710546,33003.4,S132,شركة النسيم الجديد المحدودة,95,MK008
2026-02-11,7257710549,33003.7,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-11,7257707399,32001.8,S132,شركة القوة المتجددة للوقود,ديزل,MK031
2026-02-11,7257707379,31994.7,S132,شركة القوة المتجددة للوقود,ديزل,MK033
2026-02-11,7257716421,33001.4,S132,شركة نايف الدعجاني لنقل البضائع والمهمات شركة شخص واحد,91,MK028
2026-02-11,7257708199,33001.9,S132,شركة النسيم الجديد المحدودة,ديزل,MK008
2026-02-11,7257709034,32001.8,S132,شركة القوة المتجددة للوقود,ديزل,MK004
2026-02-11,7257715803,31999.0,S091,مؤسسه عفراء امحمد ناصر المنجحي للنقليات,95,JA061
2026-02-12,7257720169,32988.0,S132,شركة حسين زين العطاس وسعد عوض العصيمي وشركائهم,95,MK015
2026-02-12,7257709468,32001.8,S132,شركة القوة المتجددة للوقود,ديزل,MK022
2026-02-12,7257708326,32998.4,S132,شركة النسيم الجديد المحدودة,95,MK020
2026-02-12,7257707988,33005.3,S132,شركة النسيم الجديد المحدودة,95,MK007
2026-02-12,7257721052,33001.8,S132,شركة النسيم الجديد المحدودة,91,MK007
2026-02-12,7257720560,32001.8,S132,شركة القوة المتجددة للوقود,91,MK063
2026-02-12,7257719670,33001.5,S132,شركة النسيم الجديد المحدودة,91,MK023
2026-02-12,7257719659,33001.1,S132,شركة النسيم الجديد المحدودة,91,MK003
2026-02-12,7257719640,33001.4,S132,مؤسسة سامي بن سلمان بن عامر الصاعدي للنقليات,91,MK071
2026-02-12,7257719628,33007.3,S132,شركة النسيم الجديد المحدودة,91,MK072
2026-02-12,7257719577,33001.4,S132,مؤسسة الدائرة للنقليات,91,MK004
2026-02-12,7257707829,32004.2,S132,شركة القوة المتجددة للوقود,95,MK099
